Host Id,Host Since,Name,Neighbourhood ,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating
25007178,12/19/2014,Prime Private 1Br in East Village,Manhattan,Apartment,40,Private room,10003,1,1,3,83,40
22165070,10/5/2014,1 Bedroom Apt in Prospect Heights,Brooklyn,Apartment,,Private room,11238,1,1,0,125,
16503455,6/7/2014,1 Bedroom/Plush Kitchen/Bathroom,Manhattan,Apartment,,Private room,10035,2,1,0,125,
39599671,7/26/2015,Lovely 2 Bedroom in Upper West Side,Manhattan,Apartment,,Entire home/apt,10024,3,1,0,160,
18109896,7/14/2014,Incredible ap in the Best Location!,Manhattan,Apartment,100,Entire home/apt,10001,1,1,3,325,100
37731444,7/6/2015,Putnam Gardens -Brooklyn Brownstone,Brooklyn,Townhouse,,Entire home/apt,11221,2,1,0,139,
32658478,5/5/2015,Uptown 1BD 5 Stops to Times Square,Manhattan,Apartment,100,Entire home/apt,10037,1,1,6,133,100
13585308,3/27/2014,Cozy living room near city!,Manhattan,Apartment,85,Shared room,10029,1,1,16,65,89
20085550,8/15/2014,Gem on the Upper West Side,Manhattan,Apartment,,Entire home/apt,10023,2,1,0,100,
4447317,12/19/2012,"Big, beautiful room near Times Sq",Manhattan,Apartment,100,Private room,10019,1,1,4,140,100
2243449,4/28/2012,Lovely ClintonHill Apt with Terrace,Brooklyn,Apartment,80,Entire home/apt,11205,2,1,2,120,80
18405686,7/19/2014,CHIC STUDIO LOFT NEAR CENTRAL PARK,Manhattan,Apartment,90,Shared room,10024,1,1,2,220,90
35391961,6/9/2015,You guys... My apt is Awesome!,Manhattan,Apartment,100,Private room,10033,1,1,7,72,100
8200820,8/16/2013,Private room with sleeping loft,Brooklyn,Apartment,90,Private room,11211,1,1,14,45,94
1411399,11/16/2011,SPACIOUS CENTRAL BEDROOM - BALCONY,Queens,Apartment,,Private room,11368,1,1,0,59,
1411399,11/16/2011,MASTER BEDROOM - PRIVATE BATHROOM,Queens,Apartment,,Private room,11368,1,1,0,79,
41399439,8/13/2015,PreWar Classic 2Br By Prospect Park,Brooklyn,Apartment,,Entire home/apt,11225,2,1,0,91,
28318282,2/25/2015,Appartement in East Williamsburg,Brooklyn,Apartment,75,Entire home/apt,11237,2,1,13,80,76
116599,5/1/2010,Huge Private  Floor at The Waverly,Brooklyn,Apartment,90,Private room,11238,2,1,30,135,94
2415380,5/19/2012,Huge Private Room w/ Stunning Views,Manhattan,Apartment,90,Private room,10009,1,1,4,89,93
10529692,12/9/2013,Large Alcove Studio,Manhattan,Apartment,80,Entire home/apt,10016,1,1,13,200,83
33810320,5/20/2015,Murray Hill Jem,Manhattan,Apartment,100,Entire home/apt,10016,1,1,1,225,100
1569862,1/5/2012,Exposed Brick Beauty in Harlem!,Manhattan,Apartment,,Private room,10030,1,1,0,99,
14600914,4/22/2014,Beautiful Large Room near L train,Brooklyn,Apartment,85,Private room,11211,1,1,4,75,85
16151285,5/29/2014,AFFORDABLE TWIN PRIVATE ROOM,Bronx,House,80,Private room,10469,2,1,2,80,80
42062149,8/20/2015,Family Apartment UpperEast Side 2BR,Manhattan,Apartment,,Entire home/apt,10021,2,1,0,285,
28992997,3/8/2015,Share Wonderland EAST VILLAGE NYC,Manhattan,Apartment,90,Private room,10009,1,1,3,116,93
35987043,6/16/2015,Cheapest 3-Person Room / Basement,Brooklyn,House,50,Private room,11219,2,1,2,52,50
29041107,3/9/2015,Iconic brownstone in Noho,Manhattan,Apartment,100,Private room,10003,1,1,1,350,100
36085233,6/17/2015,"Cozy, clean room in East Village",Manhattan,Apartment,80,Private room,10009,1,1,2,90,80
9489975,10/17/2013,UES Studio Crash Pad,Manhattan,Apartment,,Entire home/apt,10128,1,1,0,57,
29936494,3/24/2015,Cozy Quiet 1 BR Apt Hell's Kitchen,Manhattan,Apartment,100,Entire home/apt,10019,1,1,6,175,100
31433828,4/18/2015,1.5 month lease near Lincoln Center,Manhattan,Apartment,100,Entire home/apt,10023,1,1,1,3500,100
220538,9/1/2010,Charming 1BR Near Prospect Park,Brooklyn,Apartment,100,Entire home/apt,11226,1,1,1,75,100
6308871,5/9/2013,Charming Old New York One Bedroom,Manhattan,Apartment,80,Entire home/apt,10002,2,1,19,140,82
5887081,4/11/2013,Jan-Feb 20% Discount-Book B4 Dec 1,Brooklyn,Apartment,90,Entire home/apt,11205,3,1,71,120,93
8577587,9/2/2013,Modern Luxury Studio in Chelsea,Manhattan,Apartment,,Entire home/apt,10001,1,1,0,295,
426701,3/6/2011,"3 bd apt,UWS,Full Amenites,NearCP",Manhattan,Condominium,70,Entire home/apt,10024,3,1,7,400,73
23312792,11/3/2014,Brooklyn Hts Sublese - No Fee,Brooklyn,Apartment,,Private room,11201,1,1,0,117,
9922312,11/10/2013,"Great room, best neighborhood!",Manhattan,Apartment,90,Private room,10002,1,1,6,120,92
23227093,11/1/2014,Chic Upper East Side 1BR,Manhattan,Apartment,,Private room,10028,1,1,0,250,
7597108,7/19/2013,Room in a 2 bedroom duplex house,Queens,House,60,Private room,11105,1,1,3,100,60
32168920,4/29/2015,NYC Luxury Empire State Bldg View,Manhattan,Apartment,,Entire home/apt,10016,1,1,0,190,
7251771,7/2/2013,Master bedroom in modern/clean apt,Manhattan,Apartment,,Private room,10009,1,1,0,125,
20022909,8/14/2014,Beautiful Brooklyn Bedroom!,Brooklyn,Apartment,90,Private room,11216,1,1,3,50,93
1753120,2/14/2012,Private Suite in Mdrn 2BR w/Garden,Brooklyn,Apartment,,Private room,11216,1,1,0,50,
1256908,10/6/2011,Cozy Apartment in Williamsburg,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,4,120,95
10477378,12/6/2013,Luxury1BR with museum pass&bike日本語可,Manhattan,Apartment,95,Entire home/apt,10075,1,1,15,228,95
1269455,10/9/2011,Great Studio in W. Village - NYC!,Manhattan,Apartment,95,Entire home/apt,10014,1,1,26,250,96
61414,12/9/2009,#4~Studio Suite-10 mins Manhattan!,Brooklyn,Apartment,85,Entire home/apt,11238,1,1,40,99,89
111359,4/20/2010,vacation furnished master room,Queens,Apartment,70,Private room,11355,1,1,8,90,73
4095603,11/8/2012,Northside Williamsburg Loft,Brooklyn,Loft,95,Private room,11211,1,1,42,110,98
42119414,8/21/2015,Harlem Experience,Manhattan,Apartment,,Entire home/apt,10027,1,1,0,110,
877973,7/27/2011,1BR Cute Convenient Williamsburg,Brooklyn,Apartment,100,Entire home/apt,11211,2,1,7,150,100
8630409,9/4/2013,Cozy Luxury Studio Right On Wall St,Manhattan,Apartment,90,Entire home/apt,10005,1,1,4,180,90
29603520,3/19/2015,Luxury City-Riverview Studio,Queens,Apartment,50,Entire home/apt,11101,1,1,2,225,50
16476911,6/6/2014,Private Harlem Studio #2 w Backyard,Manhattan,Apartment,85,Private room,10030,1,1,8,65,85
18342421,7/18/2014,Lovely 1 BR duplex in prime Chelsea,Manhattan,Apartment,80,Entire home/apt,10011,1,1,1,175,80
1724885,2/9/2012,Duplex with private terrace in UES!,Manhattan,Apartment,,Entire home/apt,10128,2,1,1,225,
9751988,11/1/2013,Big room only $70 for 2 Chelsea!!!,Manhattan,Apartment,20,Private room,10011,1,1,3,70,20
34997958,6/4/2015,Harlem Bed and Breakfast,Manhattan,Apartment,90,Private room,10035,2,1,10,80,92
2321783,5/8/2012,Three bedroom upscale condo,Bronx,Apartment,100,Entire home/apt,10463,6,1,1,230,100
4162754,11/15/2012,Beautiful and Spacious Brooklyn Apt,Brooklyn,Apartment,,Entire home/apt,11211,1,1,0,225,
10054818,11/16/2013,Large 1 bdrm apt near Grand Central,Manhattan,Apartment,100,Entire home/apt,10016,1,1,1,200,100
27447027,2/9/2015,Fancy building in Midtown West,Manhattan,Apartment,100,Entire home/apt,10019,2,1,1,240,100
41619645,8/16/2015,MyPlace2Beach,Queens,House,100,Entire home/apt,,3,1,1,200,100
22805255,10/21/2014,Charming Bedroom in Midtown East,Manhattan,Apartment,90,Private room,10022,1,1,5,100,92
5429885,3/12/2013,Central Park View Private Bedroom,Manhattan,Apartment,95,Private room,10026,2,1,42,140,97
12056260,2/8/2014,Private Bedroom in Upper Manhattan,Manhattan,Apartment,95,Private room,10027,1,1,21,80,98
24495688,12/4/2014,Long Term Home in NYC!,Manhattan,Apartment,100,Private room,10025,1,1,1,150,100
3603284,9/18/2012,Cool room W/ private bath & balcony,Queens,Apartment,85,Private room,11385,1,1,5,89,88
2293817,5/4/2012,One Bedroom in East Village,Manhattan,Apartment,,Entire home/apt,10003,2,1,0,250,
609746,5/21/2011,Quiet room in Greenwich Village,Manhattan,Apartment,90,Private room,10012,1,1,3,110,93
1641537,1/23/2012,SUPER HUGE ROOM IN GREENPOINT BK,Brooklyn,Apartment,100,Private room,11222,1,1,3,90,100
2347382,5/11/2012,GREAT ROOM Fast TO TIMES SQR -9min,Queens,House,90,Private room,11101,1,1,41,66,92
9936864,11/11/2013,Sunny Room Next to Central Park,Manhattan,Apartment,85,Private room,10029,1,1,9,90,89
3003792,7/20/2012,"Greenwich Village gem, be my guest!",Manhattan,Apartment,90,Private room,10011,1,1,114,120,90
21599728,9/21/2014,Luxury Kingsize bed w/ private bath,Brooklyn,Apartment,90,Private room,11238,2,1,10,108,92
7107039,6/25/2013,Impeccably Decorated Harlem Apt,Manhattan,Apartment,,Entire home/apt,10030,1,1,0,225,
13753950,3/31/2014,Private Room in PRIME WILLIAMSBURG,Brooklyn,Apartment,,Private room,11206,1,1,0,50,
9261854,10/6/2013,Spacious/Clean Williamsburg Bedroom,Brooklyn,Apartment,100,Private room,11211,1,1,1,90,100
2641222,6/14/2012,Giant Bedroom - Steps from Subway,Brooklyn,Apartment,90,Private room,11231,2,1,17,104,92
37972514,7/9/2015,Sunny Bedroom-Upper East Side NYC,Manhattan,Apartment,100,Private room,10128,1,1,1,65,100
25237003,12/26/2014,Sunny and Spacious Room in Bushwick,Brooklyn,Apartment,,Private room,11221,1,1,0,93,
58366,11/29/2009,"Lincoln Center  luxury condo,",Manhattan,Apartment,90,Entire home/apt,,1,1,37,280,93
15167,4/28/2009,2 Bed 2 Bath Apt w/ balcony & WiFi,Manhattan,Apartment,95,Entire home/apt,10031,3,1,13,107,98
35590273,6/11/2015,1 Cozy Bedroom in Redhook Apt.,Brooklyn,Apartment,,Private room,11231,1,1,0,40,
42421661,8/24/2015,Private Luxury Studio + Backyard,Queens,House,,Entire home/apt,11103,3,1,0,188,
1696218,2/3/2012,Williamsburg Bedford Ave L Train,Brooklyn,Apartment,,Entire home/apt,11211,1,1,0,159,
34695559,5/31/2015,Artistic Enclave in Sugar Hill,Manhattan,Apartment,100,Private room,10031,1,1,5,65,100
39279467,7/22/2015,Huge 2 Bdrom Luxury Apt w/Doorman,Manhattan,Apartment,,Entire home/apt,10065,5,1,0,450,
26807866,1/27/2015,HUGE 1 Bedroom in Sunnyside,Queens,Apartment,100,Entire home/apt,11104,2,1,7,100,100
19867005,8/11/2014,Park Avenue 2-Floor Home In the Sky,Manhattan,Apartment,90,Entire home/apt,10022,2,1,4,299,90
37326715,7/2/2015,XL room w/ morning sun at Cloisters,Manhattan,Apartment,100,Private room,10040,1,1,1,75,100
1798040,2/23/2012,Loft Space in a Bright UWS Apt.,Manhattan,Apartment,95,Private room,10024,1,1,6,85,97
23940117,11/19/2014,Futon in a Clean Spacious Apartment,Manhattan,Apartment,,Shared room,10016,2,1,0,300,
8780729,9/11/2013,Cozy Chelsea Studio,Manhattan,Apartment,,Entire home/apt,10011,1,1,1,108,
2058214,4/2/2012,NEW Fab Room in East Village w/ AC!,Manhattan,Apartment,90,Private room,10009,1,1,114,77,91
552395,5/2/2011,"Entire apt, heart of Hell's Kitchen",Manhattan,Apartment,,Entire home/apt,10036,2,1,0,250,
16954768,6/18/2014,The Hamilton Guestroom,Manhattan,Apartment,90,Private room,10031,1,1,28,45,94
4173016,11/17/2012,A great big place in the Brooklyn,Brooklyn,Apartment,100,Private room,11205,1,1,2,85,100
5827529,4/8/2013,Great Hells Kitchen/Times Sq 2BR,Manhattan,Apartment,90,Entire home/apt,10019,2,1,4,200,93
23877279,11/18/2014,Come crash on our couch in Harlem!!,Manhattan,Apartment,90,Shared room,10032,1,1,5,50,92
28967248,3/8/2015,LOFT-LIKE APT. W/TERRACE IN CHELSEA,Manhattan,Townhouse,,Entire home/apt,10010,1,1,0,295,
7611,2/9/2009,Artist's Loft with indoor Hammock!,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,51,135,95
14573346,4/22/2014,Magnificent full of light bedroom,Manhattan,Apartment,90,Private room,10029,1,1,2,60,90
2947259,7/15/2012,5 minutes from the C- Train,Brooklyn,Apartment,100,Private room,11213,1,1,2,45,100
36240131,6/19/2015,Newly Renovated UES Studio,Manhattan,Apartment,,Entire home/apt,10028,1,1,0,115,
8001937,8/7/2013,Charming West Village 1BR,Manhattan,Apartment,,Entire home/apt,10014,1,1,0,178,
2910509,7/12/2012,Bright & Spacious Artist Loft,Manhattan,Apartment,85,Entire home/apt,10009,2,1,3,170,87
384796,2/9/2011,PRIVATE STUDIO: L TRAIN WATERFRONT,Brooklyn,Apartment,95,Entire home/apt,11211,1,1,111,130,95
690190,6/11/2011,Upper West Side cozy stay in NYC,Manhattan,Apartment,85,Entire home/apt,10025,1,1,22,135,86
42697124,8/27/2015,"Cute, Clean Room- East Williamsburg",Brooklyn,Apartment,100,Private room,11206,1,1,1,60,100
21328739,9/14/2014,LARGE STUDIO NEAR EMPIRE STATE!,Manhattan,Apartment,90,Entire home/apt,10016,1,1,17,200,94
23615030,11/11/2014,4 Bedrooms in Midtown /// Sleeps 9,Manhattan,Apartment,70,Entire home/apt,10016,5,1,12,350,72
2349595,5/11/2012,Duplex loft in Williamsburg,Brooklyn,Apartment,,Entire home/apt,11249,2,1,0,165,
3607671,9/18/2012,GORGEOUS PARKSIDE BROWNSTONE STUDIO,Brooklyn,Apartment,100,Entire home/apt,11217,1,1,2,125,100
41407353,8/13/2015,Spacious Bedroom in FiDi,Manhattan,Apartment,,Private room,10004,1,1,0,65,
5871,12/31/2008,Bergen's Best Short Stay 2!,Brooklyn,Apartment,90,Entire home/apt,11213,3,1,12,180,93
92311,3/13/2010,Room for rent in sunny L.I.C. :),Queens,Apartment,95,Private room,11101,1,1,92,75,96
30845049,4/8/2015,See (Not Hear) Times Sq. From Home!,Manhattan,Apartment,75,Entire home/apt,10036,4,1,10,375,76
7127362,6/26/2013,Wonderful bright Brooklyn apt,Brooklyn,Apartment,85,Entire home/apt,11238,2,1,4,130,85
12764250,3/3/2014,1BR (IN 2BR FLEX) - MANHATTAN FIDI,Manhattan,Apartment,,Private room,10038,1,1,0,125,
14729523,4/25/2014,nice apt in west village,Manhattan,Apartment,,Private room,10014,1,1,0,150,
23393244,11/5/2014,"Bright Space, Gorgeous Rooftop View",Brooklyn,Apartment,,Private room,11232,1,1,0,75,
5215724,2/24/2013,Private Room in Williamsburg Apt.,Brooklyn,Apartment,,Private room,11222,1,1,0,75,
31512046,4/19/2015,West Village Studio,Manhattan,Apartment,100,Entire home/apt,10014,1,1,1,160,100
3231087,8/12/2012,Spacious Studio / Astoria,Queens,Apartment,95,Entire home/apt,11105,1,1,11,98,95
6886631,6/12/2013,Charming West Village Apt - 1 BR,Manhattan,Apartment,100,Entire home/apt,10014,1,1,7,139,100
353903,1/19/2011,Beautiful 1BR in Greenwich Village,Manhattan,Apartment,100,Entire home/apt,10003,1,1,2,250,100
124797,5/14/2010,Great Room in Beautiful Huge Apt,Manhattan,Apartment,95,Private room,10040,1,1,4,70,95
226436,9/6/2010,big riverside 1bedrm williamsburg!,Brooklyn,Apartment,90,Entire home/apt,11249,1,1,21,245,93
22349722,10/9/2014,Perfect New Year Stay for Two,Brooklyn,Apartment,,Private room,11221,1,1,0,110,
26024433,1/12/2015,Charming 1BR near Union Square,Manhattan,Apartment,85,Entire home/apt,10003,2,1,12,175,87
16964251,6/18/2014,Cozy Studio in the heart of Chelsea,Manhattan,Apartment,95,Entire home/apt,10011,1,1,17,250,98
204539,8/17/2010,"Nice, clean, safe, convenient 3BR",Queens,Apartment,95,Entire home/apt,11385,1,1,1,185,97
8450610,8/27/2013,Stylish Apartment Amazing Location,Manhattan,Apartment,90,Entire home/apt,10019,1,1,5,199,92
6549559,5/24/2013,"Sweet, Clean Midtown Crashpad",Manhattan,Apartment,85,Entire home/apt,10022,2,1,9,149,87
31739353,4/22/2015,#1 Couple Studio Near Empire BLDG,Manhattan,Apartment,80,Entire home/apt,10001,1,1,1,230,80
9817733,11/4/2013,"LOVELY, NEW, 2BED/2BATH, GREENPOINT",Brooklyn,Apartment,,Entire home/apt,11222,2,1,0,249,
13856788,4/3/2014,Charming Gramercy Apartment,Manhattan,Apartment,90,Entire home/apt,10003,1,1,3,200,90
15192120,5/6/2014,Large One Bedroom in West Village,Manhattan,Apartment,,Entire home/apt,10014,1,1,0,200,
557157,5/4/2011,Modern Studio Loft in Downtown NYC,Manhattan,Apartment,100,Entire home/apt,10003,2,1,4,165,100
3689829,9/27/2012,Old Brooklyn Charm,Brooklyn,Apartment,95,Entire home/apt,11238,2,1,12,200,98
17465490,6/30/2014,Beautiful Fort Greene Studio,Brooklyn,Apartment,100,Entire home/apt,11217,1,1,1,180,100
2275829,5/2/2012,"Perfect room, best neighborhood",Manhattan,Apartment,90,Private room,10002,1,1,20,145,91
9053036,9/25/2013,Top floor 1 bedroom soho/nolita,Manhattan,Apartment,85,Entire home/apt,10012,1,1,6,225,88
1217923,9/27/2011,Relax in Brooklyn or party in NYC 1,Brooklyn,Apartment,,Private room,11212,2,1,0,48,
4846530,1/25/2013,Big Open Loft in Prime Williamsburg,Brooklyn,Apartment,100,Entire home/apt,11249,1,1,1,150,100
29125388,3/10/2015,Serene Room in Clinton Hill,Brooklyn,Apartment,,Private room,11238,1,1,0,45,
32432748,5/2/2015,Gowanus Duplex close to Park Slope,Brooklyn,Apartment,,Entire home/apt,11215,3,1,0,200,
3673504,9/25/2012,1 BDRM-Chelsea-800 Sq Ft- Bright,Manhattan,Apartment,90,Entire home/apt,10011,1,1,4,218,90
20892447,9/3/2014,Living Room with a couch or matress,Queens,Apartment,90,Shared room,11104,1,1,35,33,93
2306485,5/6/2012,Spacious Bright West Village Apt,Manhattan,Apartment,90,Entire home/apt,10014,1,1,12,220,93
10191995,11/22/2013,Cozy room with a private bathroom,Manhattan,Apartment,80,Private room,10002,1,1,45,100,84
42717598,8/27/2015,The Orchestra,Brooklyn,House,,Private room,11232,1,1,0,49,
19868889,8/11/2014,Quiet Chinatown Apartment,Manhattan,Apartment,95,Entire home/apt,10013,1,1,5,170,96
27294420,2/6/2015,Spacious designer alcove Gramercy,Manhattan,Apartment,100,Entire home/apt,10016,1,1,6,230,100
15539137,5/14/2014,Live It Up in Brooklyn,Brooklyn,Apartment,100,Entire home/apt,11216,1,1,3,125,100
275578,10/31/2010,stylish Gramercy loft apartment,Manhattan,Apartment,95,Entire home/apt,10010,1,1,48,305,99
2206506,4/23/2012,BEAUTIFUL ROOM IN BKLYN BROWNSTONE,Brooklyn,House,95,Private room,11221,1,1,49,89,99
26736201,1/26/2015,Lower East Side Getaway,Manhattan,Apartment,90,Entire home/apt,10002,2,1,15,165,91
16152163,5/29/2014,Charming West Village Weekender,Manhattan,Apartment,,Entire home/apt,10014,1,1,0,200,
11371978,1/16/2014,Super Bowl 2014,Manhattan,Apartment,,Entire home/apt,10019,1,1,0,750,
3759538,10/4/2012,Bright&modern apt in Williamsburg!,Brooklyn,Apartment,,Entire home/apt,11249,1,1,0,180,
8616890,9/3/2013,Comfortable & Next to Express Train,Manhattan,Apartment,90,Private room,10033,1,1,10,78,92
10017929,11/14/2013,Fully furnished in prime Bushwick,Brooklyn,Apartment,,Private room,11206,1,1,0,100,
25435876,12/31/2014,Amazing view Luxury 2BDR Midtown,Manhattan,Apartment,80,Entire home/apt,10018,5,1,10,280,80
10316300,11/28/2013,1234 Broadway,Manhattan,Apartment,90,Private room,10001,1,1,6,125,94
4679095,1/12/2013,Location Location Location!!!!,Manhattan,Apartment,95,Entire home/apt,10036,2,1,19,185,96
24918898,12/16/2014,Cozy Bedroom in hip Williamsburg,Brooklyn,Apartment,90,Private room,11211,1,1,4,59,90
11206175,1/11/2014,Large 2-bedroom apartment,Brooklyn,Apartment,80,Entire home/apt,11204,4,1,5,95,84
8792814,9/12/2013,Luxury Room in Landmark House,Brooklyn,House,100,Private room,11225,1,1,1,65,100
11513275,1/21/2014,Superbowl Weekend - Studio Apt.,Manhattan,Apartment,,Entire home/apt,10006,1,1,0,500,
185745,7/30/2010,entire loft apt downtown manhattan,Manhattan,Apartment,90,Entire home/apt,10002,2,1,5,200,92
7412298,7/11/2013,GRAND PENTHOUSE ON W.72ND ST! UWS,Manhattan,Apartment,85,Private room,10023,1,1,4,159,85
23120620,10/29/2014,Beachfront Queen Room at townhouse,Queens,House,,Private room,11692,1,1,0,65,
14339935,4/15/2014,Queens Oasis,Queens,House,85,Private room,11434,1,1,4,49,85
272189,10/27/2010,NYC best find. Jr 1 Bed + BALCONY,Manhattan,Apartment,85,Entire home/apt,10075,2,1,30,139,86
13616961,3/27/2014,"Hell""s Kitchen Apt close to all",Manhattan,Apartment,,Shared room,10019,2,1,0,100,
23188519,10/31/2014,"IT""S A BEAUTIFUL DAY IN BROOKLYN! 2",Brooklyn,House,75,Private room,11206,1,1,22,80,77
7939437,8/4/2013,Sunny Room With Loft Bed,Brooklyn,Apartment,100,Shared room,11237,2,1,2,65,100
134516,5/29/2010,Private Room + Library in BedStuy,Brooklyn,Apartment,100,Private room,11233,1,1,2,75,100
23895121,11/18/2014,Room in Spanish Harlem,Manhattan,Apartment,,Private room,10029,1,1,0,115,
1761447,2/16/2012,Bespoke Williamsburg Apartment,Brooklyn,Apartment,,Entire home/apt,11211,1,1,0,190,
21575456,9/20/2014,2 Bedroom fully furnished apt,Brooklyn,Apartment,100,Entire home/apt,11238,2,1,1,175,100
1678322,1/31/2012,2BR Bright SoHo Apartment Fits 5!,Manhattan,Apartment,90,Entire home/apt,10012,2,1,2,300,90
1165137,9/15/2011,Luxury 1BR in Downtown Brooklyn,Brooklyn,Apartment,100,Entire home/apt,11201,1,1,1,175,100
3211051,8/9/2012,Cozy Room in Central Harlem,Manhattan,Apartment,90,Private room,10037,1,1,59,59,93
4815831,1/23/2013,East Village Studio Apartment,Manhattan,Apartment,,Entire home/apt,10003,1,1,0,150,
26586864,1/23/2015,Beautiful Spacious Bed-Stuy bedroom,Brooklyn,Apartment,100,Private room,11221,1,1,1,68,100
2011891,3/26/2012,REDUCED SUMMER RATE: GORGEOUS APT!,Manhattan,Apartment,100,Private room,10033,1,1,3,48,100
300325,11/26/2010,Artist Flat Share Williamsburg Loft,Brooklyn,Loft,80,Private room,11249,1,1,6,67,84
30066276,3/26/2015,sunny + comfy bedroom in greenpoint,Brooklyn,Apartment,100,Private room,11222,1,1,1,55,100
6949594,6/16/2013,1bedroom apartment in Williamsburg,Brooklyn,Apartment,75,Entire home/apt,11211,2,1,8,75,78
13562603,3/26/2014,"Spacious, calm & quiet space in BK",Brooklyn,Apartment,100,Shared room,11226,1,1,2,50,100
33533091,5/16/2015,Beautiful Apartment in Williamsburg,Brooklyn,Apartment,,Entire home/apt,11206,3,1,0,200,
23931908,11/19/2014,Near Columbia Univ & Central park.,Manhattan,Apartment,,Private room,10027,1,1,0,50,
3968794,10/24/2012,cozy room in new building,Brooklyn,Apartment,85,Private room,11219,1,1,13,50,88
8480056,8/27/2013,"Bright, Spacious Apt in Nolita",Manhattan,Apartment,100,Entire home/apt,10013,1,1,1,155,100
38741040,7/17/2015,One bedroom available in Astoria,Queens,Apartment,,Private room,11101,1,1,0,40,
1165231,9/15/2011,Harlem/Manhattan Classic Apartment,Manhattan,Apartment,90,Entire home/apt,10026,4,1,6,275,92
28937325,3/7/2015,"Charming, Clean, Calm 1 BR Apt",Manhattan,Apartment,100,Entire home/apt,10040,1,1,14,100,100
31530707,4/19/2015,Beautiful Manhattan Apartment,Manhattan,Apartment,85,Private room,10032,2,1,5,85,88
6924451,6/15/2013,Beautiful Large 1 Bedroom Apt in BK,Brooklyn,Apartment,90,Entire home/apt,11226,1,1,2,95,90
22152439,10/5/2014,Large Prospect Park South Apartment,Brooklyn,Apartment,,Private room,11226,1,1,0,85,
20353052,8/21/2014,"Cool, Quiet Room",Brooklyn,Apartment,100,Private room,11216,1,1,2,70,100
2739450,6/25/2012,"Huge, beautiful duplex in Bushwick",Brooklyn,Apartment,90,Entire home/apt,11221,2,1,6,160,93
22851099,10/22/2014,Sunny Bedroom in Bushwick Loft,Brooklyn,Loft,,Private room,11206,1,1,0,40,
35108057,6/5/2015,Spacious and Bright One Bedroom,Brooklyn,Apartment,90,Entire home/apt,11238,1,1,2,122,90
42311387,8/23/2015,Lovely room in nice Manhattan apt !,Manhattan,Apartment,,Private room,10028,1,1,0,79,
614507,5/22/2011,A STEAL: Luxury 1BD Ap Manhattan!,Manhattan,Apartment,85,Entire home/apt,10128,2,1,32,155,88
4897483,1/29/2013,Amazing ONE Bedroom In CHELSEA,Manhattan,Apartment,,Entire home/apt,10011,2,1,2,200,
3659718,9/24/2012,"Great, cozy room right by Time sq S",Manhattan,Apartment,80,Private room,10019,1,1,16,99,80
324460,12/21/2010,Loft-like East Village apt w/ piano,Manhattan,Apartment,100,Entire home/apt,10009,1,1,1,199,100
3213766,8/10/2012,Feel at home in this private loft!,Queens,Loft,,Private room,11237,1,1,1,99,
28366983,2/25/2015,Cozy Modern Studio close toColumbia,Manhattan,Apartment,,Entire home/apt,10026,1,1,0,175,
18988423,7/27/2014,Sleek 1 bdrm in East W'burg/Bwick,Brooklyn,Apartment,80,Entire home/apt,11206,1,1,3,100,80
2980990,7/18/2012,Master bed with private bathroom,Brooklyn,House,100,Private room,11233,1,1,4,250,100
954367,8/11/2011,Guest Room in a welcoming home.,Manhattan,Apartment,90,Private room,10032,1,1,37,60,94
9956394,11/12/2013,BEAUTIFUL MODERN SPACIOUS APARTMENT,Queens,Apartment,95,Private room,11105,1,1,27,75,99
614265,5/22/2011,Gorgeous Apt. in Williamsburg,Brooklyn,Apartment,,Entire home/apt,11211,1,1,0,150,
4881917,1/28/2013,Cozy & Convenient in Williamsburg,Brooklyn,Apartment,85,Private room,11211,1,1,9,69,85
4483646,12/24/2012,LUXURY DUPLEX APT IDEAL FOR COUPLES,Manhattan,Apartment,100,Entire home/apt,10065,4,1,1,320,100
9484396,10/17/2013,Gorgeous New 1BR Apartment,Brooklyn,Apartment,95,Entire home/apt,11249,1,1,19,300,97
17730572,7/6/2014,Large Apartment w/ Library & Patio,Brooklyn,Apartment,85,Entire home/apt,11211,2,1,8,125,85
4226664,11/23/2012,EVil - Charming Full Apartment,Manhattan,Apartment,95,Entire home/apt,10009,1,1,5,178,96
8291200,8/20/2013,"Chic, Trendy Apt  Soho",Manhattan,Apartment,100,Entire home/apt,10012,1,1,2,155,100
38305004,7/13/2015,"1 BR in Hell's Kitchen, Manhattan",Manhattan,Apartment,,Private room,10018,1,1,0,90,
41761243,8/17/2015,Bright Carroll Gardens Apartment,Brooklyn,Apartment,,Entire home/apt,11231,1,1,0,185,
24597265,12/7/2014,"Inviting,  & sunny garden room",Queens,House,,Private room,11105,2,1,0,80,
29825673,3/22/2015,"Chic, Inviting East Village Apt",Manhattan,Apartment,100,Entire home/apt,10003,1,1,6,175,100
5164854,2/20/2013,Big nice room in NYC,Manhattan,Apartment,70,Private room,10030,1,1,4,55,70
42197320,8/22/2015,BEAUTIFUL 2 BR APARTMENT IN QUEENS,Queens,Apartment,,Private room,11368,1,1,0,60,
